,account,number,cost,date,rowname,ind_row,report
846,Remedy Place,0-13,0,1/31/2024,Security Deposit - Cryo,50,Total CF
847,Remedy Place,0-14,0,2/29/2024,Security Deposit - Cryo,50,Total CF
848,Remedy Place,0-15,0,3/31/2024,Security Deposit - Cryo,50,Total CF
851,Remedy Place,0-1,0,1/31/2023,Security Deposit - Furniture,51,Total CF
852,Remedy Place,0-2,0,2/28/2023,Security Deposit - Furniture,51,Total CF
853,Remedy Place,0-3,0,3/31/2023,Security Deposit - Furniture,51,Total CF
854,Remedy Place,0-4,0,4/30/2023,Security Deposit - Furniture,51,Total CF
855,Remedy Place,0-5,0,5/31/2023,Security Deposit - Furniture,51,Total CF
856,Remedy Place,0-6,0,6/30/2023,Security Deposit - Furniture,51,Total CF
857,Remedy Place,0-7,0,7/31/2023,Security Deposit - Furniture,51,Total CF
858,Remedy Place,0-8,0,8/31/2023,Security Deposit - Furniture,51,Total CF
859,Remedy Place,0-9,0,9/30/2023,Security Deposit - Furniture,51,Total CF
860,Remedy Place,0-10,0,10/31/2023,Security Deposit - Furniture,51,Total CF
861,Remedy Place,0-11,0,11/30/2023,Security Deposit - Furniture,51,Total CF
862,Remedy Place,0-12,592.29,12/31/2023,Security Deposit - Furniture,51,Total CF
863,Remedy Place,0-13,0,1/31/2024,Security Deposit - Furniture,51,Total CF
864,Remedy Place,0-14,0,2/29/2024,Security Deposit - Furniture,51,Total CF
865,Remedy Place,0-15,0,3/31/2024,Security Deposit - Furniture,51,Total CF
868,Remedy Place,0-1,0,1/31/2023,Security Deposit - Quality Leasing Saunas,52,Total CF
869,Remedy Place,0-2,0,2/28/2023,Security Deposit - Quality Leasing Saunas,52,Total CF
870,Remedy Place,0-3,0,3/31/2023,Security Deposit - Quality Leasing Saunas,52,Total CF
871,Remedy Place,0-4,0,4/30/2023,Security Deposit - Quality Leasing Saunas,52,Total CF
872,Remedy Place,0-5,0,5/31/2023,Security Deposit - Quality Leasing Saunas,52,Total CF
873,Remedy Place,0-6,0,6/30/2023,Security Deposit - Quality Leasing Saunas,52,Total CF
874,Remedy Place,0-7,0,7/31/2023,Security Deposit - Quality Leasing Saunas,52,Total CF
875,Remedy Place,0-8,0,8/31/2023,Security Deposit - Quality Leasing Saunas,52,Total CF
876,Remedy Place,0-9,0,9/30/2023,Security Deposit - Quality Leasing Saunas,52,Total CF
877,Remedy Place,0-10,0,10/31/2023,Security Deposit - Quality Leasing Saunas,52,Total CF
878,Remedy Place,0-11,0,11/30/2023,Security Deposit - Quality Leasing Saunas,52,Total CF
879,Remedy Place,0-12,7985.43,12/31/2023,Security Deposit - Quality Leasing Saunas,52,Total CF
880,Remedy Place,0-13,0,1/31/2024,Security Deposit - Quality Leasing Saunas,52,Total CF
881,Remedy Place,0-14,0,2/29/2024,Security Deposit - Quality Leasing Saunas,52,Total CF
882,Remedy Place,0-15,0,3/31/2024,Security Deposit - Quality Leasing Saunas,52,Total CF
885,Remedy Place,0-1,0,1/31/2023,Security Deposit - Rent NYC,53,Total CF
886,Remedy Place,0-2,0,2/28/2023,Security Deposit - Rent NYC,53,Total CF
887,Remedy Place,0-3,0,3/31/2023,Security Deposit - Rent NYC,53,Total CF
888,Remedy Place,0-4,-600000,4/30/2023,Security Deposit - Rent NYC,53,Total CF
889,Remedy Place,0-5,0,5/31/2023,Security Deposit - Rent NYC,53,Total CF
890,Remedy Place,0-6,0,6/30/2023,Security Deposit - Rent NYC,53,Total CF
891,Remedy Place,0-7,0,7/31/2023,Security Deposit - Rent NYC,53,Total CF
892,Remedy Place,0-8,0,8/31/2023,Security Deposit - Rent NYC,53,Total CF
893,Remedy Place,0-9,0,9/30/2023,Security Deposit - Rent NYC,53,Total CF
894,Remedy Place,0-10,0,10/31/2023,Security Deposit - Rent NYC,53,Total CF
895,Remedy Place,0-11,0,11/30/2023,Security Deposit - Rent NYC,53,Total CF
896,Remedy Place,0-12,0,12/31/2023,Security Deposit - Rent NYC,53,Total CF
897,Remedy Place,0-13,0,1/31/2024,Security Deposit - Rent NYC,53,Total CF
898,Remedy Place,0-14,0,2/29/2024,Security Deposit - Rent NYC,53,Total CF
899,Remedy Place,0-15,0,3/31/2024,Security Deposit - Rent NYC,53,Total CF
902,Remedy Place,0-1,-39365.29,1/31/2023,Net cash provided by investing activities,54,Total CF
903,Remedy Place,0-2,-37738.96,2/28/2023,Net cash provided by investing activities,54,Total CF
904,Remedy Place,0-3,-42254,3/31/2023,Net cash provided by investing activities,54,Total CF
905,Remedy Place,0-4,-730161.53,4/30/2023,Net cash provided by investing activities,54,Total CF
906,Remedy Place,0-5,-130000,5/31/2023,Net cash provided by investing activities,54,Total CF
907,Remedy Place,0-6,-598074.69,6/30/2023,Net cash provided by investing activities,54,Total CF
908,Remedy Place,0-7,-11185759.59,7/31/2023,Net cash provided by investing activities,54,Total CF
909,Remedy Place,0-8,-396632.16,8/31/2023,Net cash provided by investing activities,54,Total CF
910,Remedy Place,0-9,-509848.68,9/30/2023,Net cash provided by investing activities,54,Total CF
911,Remedy Place,0-10,3755950.51,10/31/2023,Net cash provided by investing activities,54,Total CF
912,Remedy Place,0-11,-158173.08,11/30/2023,Net cash provided by investing activities,54,Total CF
913,Remedy Place,0-12,-239574.79,12/31/2023,Net cash provided by investing activities,54,Total CF
914,Remedy Place,0-13,488692,1/31/2024,Net cash provided by investing activities,54,Total CF
915,Remedy Place,0-14,219133.17,2/29/2024,Net cash provided by investing activities,54,Total CF
916,Remedy Place,0-15,570008.9,3/31/2024,Net cash provided by investing activities,54,Total CF
919,Remedy Place,0-1,,1/31/2023,FINANCING ACTIVITIES,55,Total CF
920,Remedy Place,0-2,,2/28/2023,FINANCING ACTIVITIES,55,Total CF
921,Remedy Place,0-3,,3/31/2023,FINANCING ACTIVITIES,55,Total CF
922,Remedy Place,0-4,,4/30/2023,FINANCING ACTIVITIES,55,Total CF
923,Remedy Place,0-5,,5/31/2023,FINANCING ACTIVITIES,55,Total CF
924,Remedy Place,0-6,,6/30/2023,FINANCING ACTIVITIES,55,Total CF
925,Remedy Place,0-7,,7/31/2023,FINANCING ACTIVITIES,55,Total CF
926,Remedy Place,0-8,,8/31/2023,FINANCING ACTIVITIES,55,Total CF
927,Remedy Place,0-9,,9/30/2023,FINANCING ACTIVITIES,55,Total CF
928,Remedy Place,0-10,,10/31/2023,FINANCING ACTIVITIES,55,Total CF
929,Remedy Place,0-11,,11/30/2023,FINANCING ACTIVITIES,55,Total CF
930,Remedy Place,0-12,,12/31/2023,FINANCING ACTIVITIES,55,Total CF
931,Remedy Place,0-13,,1/31/2024,FINANCING ACTIVITIES,55,Total CF
932,Remedy Place,0-14,,2/29/2024,FINANCING ACTIVITIES,55,Total CF
933,Remedy Place,0-15,,3/31/2024,FINANCING ACTIVITIES,55,Total CF
936,Remedy Place,0-1,8890.02,1/31/2023,Interest Payable,56,Total CF
937,Remedy Place,0-2,0,2/28/2023,Interest Payable,56,Total CF
938,Remedy Place,0-3,-731,3/31/2023,Interest Payable,56,Total CF
939,Remedy Place,0-4,0,4/30/2023,Interest Payable,56,Total CF
940,Remedy Place,0-5,0,5/31/2023,Interest Payable,56,Total CF
941,Remedy Place,0-6,0,6/30/2023,Interest Payable,56,Total CF
942,Remedy Place,0-7,0,7/31/2023,Interest Payable,56,Total CF
943,Remedy Place,0-8,-2924,8/31/2023,Interest Payable,56,Total CF
944,Remedy Place,0-9,-2924,9/30/2023,Interest Payable,56,Total CF
945,Remedy Place,0-10,0,10/31/2023,Interest Payable,56,Total CF
946,Remedy Place,0-11,-2311.02,11/30/2023,Interest Payable,56,Total CF
947,Remedy Place,0-12,0,12/31/2023,Interest Payable,56,Total CF
948,Remedy Place,0-13,0,1/31/2024,Interest Payable,56,Total CF
949,Remedy Place,0-14,0,2/29/2024,Interest Payable,56,Total CF
950,Remedy Place,0-15,0,3/31/2024,Interest Payable,56,Total CF
953,Remedy Place,0-1,150000,1/31/2023,SBA Loan,57,Total CF
954,Remedy Place,0-2,0,2/28/2023,SBA Loan,57,Total CF
955,Remedy Place,0-3,0,3/31/2023,SBA Loan,57,Total CF
956,Remedy Place,0-4,0,4/30/2023,SBA Loan,57,Total CF
957,Remedy Place,0-5,0,5/31/2023,SBA Loan,57,Total CF
958,Remedy Place,0-6,0,6/30/2023,SBA Loan,57,Total CF
959,Remedy Place,0-7,0,7/31/2023,SBA Loan,57,Total CF
960,Remedy Place,0-8,0,8/31/2023,SBA Loan,57,Total CF
961,Remedy Place,0-9,0,9/30/2023,SBA Loan,57,Total CF
962,Remedy Place,0-10,0,10/31/2023,SBA Loan,57,Total CF
963,Remedy Place,0-11,-612.98,11/30/2023,SBA Loan,57,Total CF
964,Remedy Place,0-12,-2924,12/31/2023,SBA Loan,57,Total CF
965,Remedy Place,0-13,-2924,1/31/2024,SBA Loan,57,Total CF
966,Remedy Place,0-14,-2924,2/29/2024,SBA Loan,57,Total CF
967,Remedy Place,0-15,-2924,3/31/2024,SBA Loan,57,Total CF
970,Remedy Place,0-1,0,1/31/2023,Opening Balance Equity,58,Total CF
971,Remedy Place,0-2,0,2/28/2023,Opening Balance Equity,58,Total CF
972,Remedy Place,0-3,0,3/31/2023,Opening Balance Equity,58,Total CF
973,Remedy Place,0-4,17785.05,4/30/2023,Opening Balance Equity,58,Total CF
974,Remedy Place,0-5,0,5/31/2023,Opening Balance Equity,58,Total CF
975,Remedy Place,0-6,0,6/30/2023,Opening Balance Equity,58,Total CF
976,Remedy Place,0-7,0,7/31/2023,Opening Balance Equity,58,Total CF
977,Remedy Place,0-8,0,8/31/2023,Opening Balance Equity,58,Total CF
978,Remedy Place,0-9,0,9/30/2023,Opening Balance Equity,58,Total CF
979,Remedy Place,0-10,0,10/31/2023,Opening Balance Equity,58,Total CF
980,Remedy Place,0-11,0,11/30/2023,Opening Balance Equity,58,Total CF
981,Remedy Place,0-12,0,12/31/2023,Opening Balance Equity,58,Total CF
982,Remedy Place,0-13,0,1/31/2024,Opening Balance Equity,58,Total CF
983,Remedy Place,0-14,0,2/29/2024,Opening Balance Equity,58,Total CF
984,Remedy Place,0-15,0,3/31/2024,Opening Balance Equity,58,Total CF
987,Remedy Place,0-1,0,1/31/2023,Owner's Investment,59,Total CF
988,Remedy Place,0-2,0,2/28/2023,Owner's Investment,59,Total CF
989,Remedy Place,0-3,0,3/31/2023,Owner's Investment,59,Total CF
990,Remedy Place,0-4,0,4/30/2023,Owner's Investment,59,Total CF
991,Remedy Place,0-5,250000,5/31/2023,Owner's Investment,59,Total CF
992,Remedy Place,0-6,0,6/30/2023,Owner's Investment,59,Total CF
993,Remedy Place,0-7,0,7/31/2023,Owner's Investment,59,Total CF
994,Remedy Place,0-8,0,8/31/2023,Owner's Investment,59,Total CF
995,Remedy Place,0-9,0,9/30/2023,Owner's Investment,59,Total CF
996,Remedy Place,0-10,0,10/31/2023,Owner's Investment,59,Total CF
997,Remedy Place,0-11,0,11/30/2023,Owner's Investment,59,Total CF
998,Remedy Place,0-12,0,12/31/2023,Owner's Investment,59,Total CF
999,Remedy Place,0-13,0,1/31/2024,Owner's Investment,59,Total CF
1000,Remedy Place,0-14,0,2/29/2024,Owner's Investment,59,Total CF
1001,Remedy Place,0-15,0,3/31/2024,Owner's Investment,59,Total CF
1004,Remedy Place,0-1,0,1/31/2023,Owner's Investment:Equity Investment,60,Total CF
1005,Remedy Place,0-2,0,2/28/2023,Owner's Investment:Equity Investment,60,Total CF
1006,Remedy Place,0-3,0,3/31/2023,Owner's Investment:Equity Investment,60,Total CF
1007,Remedy Place,0-4,0,4/30/2023,Owner's Investment:Equity Investment,60,Total CF
1008,Remedy Place,0-5,15000000,5/31/2023,Owner's Investment:Equity Investment,60,Total CF
1009,Remedy Place,0-6,0,6/30/2023,Owner's Investment:Equity Investment,60,Total CF
1010,Remedy Place,0-7,0,7/31/2023,Owner's Investment:Equity Investment,60,Total CF
1011,Remedy Place,0-8,0,8/31/2023,Owner's Investment:Equity Investment,60,Total CF
1012,Remedy Place,0-9,0,9/30/2023,Owner's Investment:Equity Investment,60,Total CF
1013,Remedy Place,0-10,0,10/31/2023,Owner's Investment:Equity Investment,60,Total CF
1014,Remedy Place,0-11,0,11/30/2023,Owner's Investment:Equity Investment,60,Total CF
1015,Remedy Place,0-12,0,12/31/2023,Owner's Investment:Equity Investment,60,Total CF
1016,Remedy Place,0-13,0,1/31/2024,Owner's Investment:Equity Investment,60,Total CF
1017,Remedy Place,0-14,0,2/29/2024,Owner's Investment:Equity Investment,60,Total CF
1018,Remedy Place,0-15,0,3/31/2024,Owner's Investment:Equity Investment,60,Total CF
1021,Remedy Place,0-1,-158890.02,1/31/2023,Retained Earnings,61,Total CF
1022,Remedy Place,0-2,0,2/28/2023,Retained Earnings,61,Total CF
1023,Remedy Place,0-3,0,3/31/2023,Retained Earnings,61,Total CF
1024,Remedy Place,0-4,0,4/30/2023,Retained Earnings,61,Total CF
1025,Remedy Place,0-5,0,5/31/2023,Retained Earnings,61,Total CF
1026,Remedy Place,0-6,0,6/30/2023,Retained Earnings,61,Total CF
1027,Remedy Place,0-7,0,7/31/2023,Retained Earnings,61,Total CF
1028,Remedy Place,0-8,0,8/31/2023,Retained Earnings,61,Total CF
1029,Remedy Place,0-9,0,9/30/2023,Retained Earnings,61,Total CF
1030,Remedy Place,0-10,0,10/31/2023,Retained Earnings,61,Total CF
1031,Remedy Place,0-11,0,11/30/2023,Retained Earnings,61,Total CF
1032,Remedy Place,0-12,0,12/31/2023,Retained Earnings,61,Total CF
1033,Remedy Place,0-13,-78100,1/31/2024,Retained Earnings,61,Total CF
1034,Remedy Place,0-14,0,2/29/2024,Retained Earnings,61,Total CF
1035,Remedy Place,0-15,0,3/31/2024,Retained Earnings,61,Total CF
1038,Remedy Place,0-1,0,1/31/2023,Net cash provided by financing activities,62,Total CF
1039,Remedy Place,0-2,0,2/28/2023,Net cash provided by financing activities,62,Total CF
1040,Remedy Place,0-3,-731,3/31/2023,Net cash provided by financing activities,62,Total CF
1041,Remedy Place,0-4,17785.05,4/30/2023,Net cash provided by financing activities,62,Total CF
1042,Remedy Place,0-5,15250000,5/31/2023,Net cash provided by financing activities,62,Total CF
1043,Remedy Place,0-6,0,6/30/2023,Net cash provided by financing activities,62,Total CF
1044,Remedy Place,0-7,0,7/31/2023,Net cash provided by financing activities,62,Total CF
1045,Remedy Place,0-8,-2924,8/31/2023,Net cash provided by financing activities,62,Total CF
1046,Remedy Place,0-9,-2924,9/30/2023,Net cash provided by financing activities,62,Total CF
1047,Remedy Place,0-10,0,10/31/2023,Net cash provided by financing activities,62,Total CF
1048,Remedy Place,0-11,-2924,11/30/2023,Net cash provided by financing activities,62,Total CF
1049,Remedy Place,0-12,-2924,12/31/2023,Net cash provided by financing activities,62,Total CF
1050,Remedy Place,0-13,-81024,1/31/2024,Net cash provided by financing activities,62,Total CF
1051,Remedy Place,0-14,-2924,2/29/2024,Net cash provided by financing activities,62,Total CF
1052,Remedy Place,0-15,-2924,3/31/2024,Net cash provided by financing activities,62,Total CF
1055,Remedy Place,0-1,-277644.1,1/31/2023,NET CASH INCREASE FOR PERIOD,63,Total CF
1056,Remedy Place,0-2,-213723.98,2/28/2023,NET CASH INCREASE FOR PERIOD,63,Total CF
1057,Remedy Place,0-3,-731048.96,3/31/2023,NET CASH INCREASE FOR PERIOD,63,Total CF
1058,Remedy Place,0-4,-945896.52,4/30/2023,NET CASH INCREASE FOR PERIOD,63,Total CF
1059,Remedy Place,0-5,14899426.54,5/31/2023,NET CASH INCREASE FOR PERIOD,63,Total CF
1060,Remedy Place,0-6,-1105439.53,6/30/2023,NET CASH INCREASE FOR PERIOD,63,Total CF
1061,Remedy Place,0-7,-11592160.74,7/31/2023,NET CASH INCREASE FOR PERIOD,63,Total CF
1062,Remedy Place,0-8,-786220.62,8/31/2023,NET CASH INCREASE FOR PERIOD,63,Total CF
1063,Remedy Place,0-9,-1056047.52,9/30/2023,NET CASH INCREASE FOR PERIOD,63,Total CF
1064,Remedy Place,0-10,-853083.13,10/31/2023,NET CASH INCREASE FOR PERIOD,63,Total CF
1065,Remedy Place,0-11,-611756.85,11/30/2023,NET CASH INCREASE FOR PERIOD,63,Total CF
1066,Remedy Place,0-12,-688768.75,12/31/2023,NET CASH INCREASE FOR PERIOD,63,Total CF
1067,Remedy Place,0-13,-519225.35,1/31/2024,NET CASH INCREASE FOR PERIOD,63,Total CF
1068,Remedy Place,0-14,-58550.2,2/29/2024,NET CASH INCREASE FOR PERIOD,63,Total CF
1069,Remedy Place,0-15,-922.54,3/31/2024,NET CASH INCREASE FOR PERIOD,63,Total CF
1,Remedy Place,0-1,,1/31/2023,OPERATING ACTIVITIES,1,WeHo CF
2,Remedy Place,0-2,,2/28/2023,OPERATING ACTIVITIES,1,WeHo CF
3,Remedy Place,0-3,,3/31/2023,OPERATING ACTIVITIES,1,WeHo CF
4,Remedy Place,0-4,,4/30/2023,OPERATING ACTIVITIES,1,WeHo CF
5,Remedy Place,0-5,,5/31/2023,OPERATING ACTIVITIES,1,WeHo CF
6,Remedy Place,0-6,,6/30/2023,OPERATING ACTIVITIES,1,WeHo CF
7,Remedy Place,0-7,,7/31/2023,OPERATING ACTIVITIES,1,WeHo CF
8,Remedy Place,0-8,,8/31/2023,OPERATING ACTIVITIES,1,WeHo CF
9,Remedy Place,0-9,,9/30/2023,OPERATING ACTIVITIES,1,WeHo CF
10,Remedy Place,0-10,,10/31/2023,OPERATING ACTIVITIES,1,WeHo CF
11,Remedy Place,0-11,,11/30/2023,OPERATING ACTIVITIES,1,WeHo CF
12,Remedy Place,0-12,,12/31/2023,OPERATING ACTIVITIES,1,WeHo CF
13,Remedy Place,0-13,,1/31/2024,OPERATING ACTIVITIES,1,WeHo CF
14,Remedy Place,0-14,,2/29/2024,OPERATING ACTIVITIES,1,WeHo CF
15,Remedy Place,0-15,,3/31/2024,OPERATING ACTIVITIES,1,WeHo CF
18,Remedy Place,0-1,112821.18,1/31/2023,Net Income,2,WeHo CF
19,Remedy Place,0-2,43508.82,2/28/2023,Net Income,2,WeHo CF
20,Remedy Place,0-3,7169.97,3/31/2023,Net Income,2,WeHo CF
21,Remedy Place,0-4,780.65,4/30/2023,Net Income,2,WeHo CF
22,Remedy Place,0-5,44741.03,5/31/2023,Net Income,2,WeHo CF
23,Remedy Place,0-6,-8559.91,6/30/2023,Net Income,2,WeHo CF
24,Remedy Place,0-7,-19498.05,7/31/2023,Net Income,2,WeHo CF
25,Remedy Place,0-8,-3518.81,8/31/2023,Net Income,2,WeHo CF
26,Remedy Place,0-9,-54064.41,9/30/2023,Net Income,2,WeHo CF
27,Remedy Place,0-10,82.62,10/31/2023,Net Income,2,WeHo CF
28,Remedy Place,0-11,-26319.67,11/30/2023,Net Income,2,WeHo CF
29,Remedy Place,0-12,-61703.1,12/31/2023,Net Income,2,WeHo CF
30,Remedy Place,0-13,-8095.35,1/31/2024,Net Income,2,WeHo CF
31,Remedy Place,0-14,-18497.73,2/29/2024,Net Income,2,WeHo CF
32,Remedy Place,0-15,61041.44,3/31/2024,Net Income,2,WeHo CF
35,Remedy Place,0-1,0,1/31/2023,Adjustments to reconcile Net Income to Net Cash provided by operations:,3,WeHo CF
36,Remedy Place,0-2,0,2/28/2023,Adjustments to reconcile Net Income to Net Cash provided by operations:,3,WeHo CF
37,Remedy Place,0-3,0,3/31/2023,Adjustments to reconcile Net Income to Net Cash provided by operations:,3,WeHo CF
38,Remedy Place,0-4,0,4/30/2023,Adjustments to reconcile Net Income to Net Cash provided by operations:,3,WeHo CF
39,Remedy Place,0-5,0,5/31/2023,Adjustments to reconcile Net Income to Net Cash provided by operations:,3,WeHo CF
40,Remedy Place,0-6,0,6/30/2023,Adjustments to reconcile Net Income to Net Cash provided by operations:,3,WeHo CF
41,Remedy Place,0-7,0,7/31/2023,Adjustments to reconcile Net Income to Net Cash provided by operations:,3,WeHo CF
42,Remedy Place,0-8,0,8/31/2023,Adjustments to reconcile Net Income to Net Cash provided by operations:,3,WeHo CF
43,Remedy Place,0-9,0,9/30/2023,Adjustments to reconcile Net Income to Net Cash provided by operations:,3,WeHo CF
44,Remedy Place,0-10,0,10/31/2023,Adjustments to reconcile Net Income to Net Cash provided by operations:,3,WeHo CF
45,Remedy Place,0-11,0,11/30/2023,Adjustments to reconcile Net Income to Net Cash provided by operations:,3,WeHo CF
46,Remedy Place,0-12,0,12/31/2023,Adjustments to reconcile Net Income to Net Cash provided by operations:,3,WeHo CF
47,Remedy Place,0-13,0,1/31/2024,Adjustments to reconcile Net Income to Net Cash provided by operations:,3,WeHo CF
48,Remedy Place,0-14,0,2/29/2024,Adjustments to reconcile Net Income to Net Cash provided by operations:,3,WeHo CF
49,Remedy Place,0-15,0,3/31/2024,Adjustments to reconcile Net Income to Net Cash provided by operations:,3,WeHo CF
52,Remedy Place,0-1,116468.22,1/31/2023,Accounts Receivable (A/R),4,WeHo CF
53,Remedy Place,0-2,0,2/28/2023,Accounts Receivable (A/R),4,WeHo CF
54,Remedy Place,0-3,0,3/31/2023,Accounts Receivable (A/R),4,WeHo CF
55,Remedy Place,0-4,0,4/30/2023,Accounts Receivable (A/R),4,WeHo CF
56,Remedy Place,0-5,-14000,5/31/2023,Accounts Receivable (A/R),4,WeHo CF
57,Remedy Place,0-6,0,6/30/2023,Accounts Receivable (A/R),4,WeHo CF
58,Remedy Place,0-7,0,7/31/2023,Accounts Receivable (A/R),4,WeHo CF
59,Remedy Place,0-8,0,8/31/2023,Accounts Receivable (A/R),4,WeHo CF
60,Remedy Place,0-9,-14604.34,9/30/2023,Accounts Receivable (A/R),4,WeHo CF
61,Remedy Place,0-10,10000,10/31/2023,Accounts Receivable (A/R),4,WeHo CF
62,Remedy Place,0-11,0,11/30/2023,Accounts Receivable (A/R),4,WeHo CF
63,Remedy Place,0-12,0,12/31/2023,Accounts Receivable (A/R),4,WeHo CF
64,Remedy Place,0-13,-11688.5,1/31/2024,Accounts Receivable (A/R),4,WeHo CF
65,Remedy Place,0-14,1149.8,2/29/2024,Accounts Receivable (A/R),4,WeHo CF
66,Remedy Place,0-15,-18334.37,3/31/2024,Accounts Receivable (A/R),4,WeHo CF
69,Remedy Place,0-1,-9779.92,1/31/2023,Due From RPP,5,WeHo CF
70,Remedy Place,0-2,-13119.43,2/28/2023,Due From RPP,5,WeHo CF
71,Remedy Place,0-3,-21140.93,3/31/2023,Due From RPP,5,WeHo CF
72,Remedy Place,0-4,-27556.11,4/30/2023,Due From RPP,5,WeHo CF
